Type,Investor,Stock,Holding_Value_in_Cr,Quantity,Dec_2023,Sep_2023,Jun_2023,Mar_2023,Dec_2022,Sep_2022,Jun_2022,Mar_2022,Dec_2021
Institutional Investors,Enam_Securities_Pvt_Ltd,Shilpa_Medicare_Ltd,69.9,1600000,0.018,0.018,0.018,0.018,0,0,0,0,0
Institutional Investors,Enam_Securities_Pvt_Ltd,Sun_Pharma_Advanced_Research_Company_Ltd,121.3,3370786,0.01,0.01,0.01,0.01,0,0,0,0,0
Institutional Investors,Enam_Securities_Pvt_Ltd,Sterlite_Technologies_Ltd,47.8,4014755,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0
Institutional Investors,Enam_Securities_Pvt_Ltd,Sudarshan_Chemical_Industries_Ltd,210.3,3605577,0.052,0.052,0.081,0.081,0.079,0.036,0.03,0.03,0.023
Institutional Investors,Enam_Securities_Pvt_Ltd,Super_Spinning_Mills_Ltd,,0,0,0,0,0,0,0,0,0,0.014
Institutional Investors,Enam_Securities_Pvt_Ltd,Titagarh_Rail_Systems_Ltd,,0,0,0,0.011,0,0.012,0.012,0.012,0.012,0.012
Institutional Investors,Enam_Securities_Pvt_Ltd,Vascon_Engineers_Ltd,13.5,2358789,0.011,0.011,0.011,0.011,0,0.011,0.011,0,0.011
Institutional Investors,Enam_Securities_Pvt_Ltd,Welspun_Corp_Ltd,299.9,6000000,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.025,0.025
Institutional Investors,Enam_Securities_Pvt_Ltd,Welspun_Living_Ltd,205.5,14220781,0.015,0.015,0.015,0.015,0.011,0.011,0.011,0.011,0
Institutional Investors,Enam_Securities_Pvt_Ltd,Zodiac_Clothing_Company_Ltd,4.4,405124,0.016,0.016,0.016,0.016,0.059,0.059,0.059,0.059,0.098
Institutional Investors,Enam_Securities_Pvt_Ltd,PDS_Ltd,107,2300000,0.017,0.018,0.018,0.018,0.018,0,0,0,0
Institutional Investors,Enam_Securities_Pvt_Ltd,Greenlam_Industries_Ltd,215.8,4590445,0.036,0.028,0.028,0.028,0.028,0.028,0.029,0.029,0.029
Institutional Investors,Enam_Securities_Pvt_Ltd,UFO_Moviez_India_Ltd,,0,0,0,0,0,0,0,0,0,0.012
Institutional Investors,Enam_Securities_Pvt_Ltd,Parag_Milk_Foods_Ltd,,0,0,0,0.011,0,0.011,0.012,0.024,0.024,0.024
Institutional Investors,Enam_Securities_Pvt_Ltd,Saraswati_Commercial_(India)_Ltd,12.4,21050,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
Institutional Investors,Enam_Securities_Pvt_Ltd,Yash_Innoventures_Ltd,0.43,185000,0.028,0.028,0,0.028,0.028,0.028,0.028,0,0.028
Institutional Investors,Enam_Securities_Pvt_Ltd,7Seas_Entertainment_Ltd,0.751,230053,0.012,0.012,0.015,0.015,0.015,0.015,0.015,0.015,0
Institutional Investors,Enam_Securities_Pvt_Ltd,Laurus_Labs_Ltd,273.6,7051700,0.013,0.013,0.013,0.013,0.011,0,0,0,0
Institutional Investors,Enam_Securities_Pvt_Ltd,Mahindra_Logistics_Ltd,,0,0,0,0,0,0,0,0,0.01,0.01
Institutional Investors,Enam_Securities_Pvt_Ltd,Amber_Enterprises_India_Ltd,157.4,499602,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015
Institutional Investors,Enam_Securities_Pvt_Ltd,Sandhar_Technologies_Ltd,,0,0,0,0,0,0,0,0,0,0.012
Institutional Investors,Enam_Securities_Pvt_Ltd,Praxis_Home_Retail_Ltd,7.4,3975150,0.032,0.021,0.021,0,0,0,0,0,0
Institutional Investors,Enam_Securities_Pvt_Ltd,Arvind_Fashions_Ltd,278.5,6175378,0.046,0.055,0.055,0.055,0.055,0.06,0.06,0.061,0.061
Institutional Investors,Enam_Securities_Pvt_Ltd,Gujarat_Fluorochemicals_Ltd,1638.9,5219505,0.048,0.048,0.048,0.049,0.049,0.049,0.049,0.049,0.011
Institutional Investors,Enam_Securities_Pvt_Ltd,CSB_Bank_Ltd,74.3,2185392,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013
Institutional Investors,Enam_Securities_Pvt_Ltd,Inox_Wind_Energy_Ltd,233.3,450382,0.037,0.037,0.047,0.049,0.05,0.05,0.05,0.05,0.063
Institutional Investors,Gagandeep_Credit_Capital_Pvt_Ltd,Asahi_India_Glass_Ltd,440.7,8556444,0.035,0.035,0.035,0.035,0.035,0.035,0,0,0
Institutional Investors,Gagandeep_Credit_Capital_Pvt_Ltd,Bannari_Amman_Sugars_Ltd,161.3,692970,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055
Institutional Investors,Gagandeep_Credit_Capital_Pvt_Ltd,Bannari_Amman_Spinning_Mills_Ltd,11.4,2931114,0.045,0.06,0.06,0.06,0.06,0,0.06,0.06,0.068
Institutional Investors,Gagandeep_Credit_Capital_Pvt_Ltd,Elgi_Equipments_Ltd,925.7,14701200,0.046,0.046,0.047,0.048,0.048,0.048,0.052,0.052,0.052
Institutional Investors,Gagandeep_Credit_Capital_Pvt_Ltd,Grasim_Industries_Ltd,2089.8,9623232,0.015,0.015,0.014,0.014,0.014,0.014,0.013,0.013,0.013
Institutional Investors,Gagandeep_Credit_Capital_Pvt_Ltd,I_P_Rings_Ltd,3.6,244510,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019
Institutional Investors,Gagandeep_Credit_Capital_Pvt_Ltd,JSW_Steel_Ltd,3985.5,49682625,0.02,0.02,0.021,0.021,0.021,0.021,0.021,0.021,0.021
Institutional Investors,Gagandeep_Credit_Capital_Pvt_Ltd,Kirloskar_Industries_Ltd,48.4,120000,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012
Institutional Investors,Gagandeep_Credit_Capital_Pvt_Ltd,Lakshmi_Machine_Works_Ltd,666.1,475800,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045
Institutional Investors,Gagandeep_Credit_Capital_Pvt_Ltd,Precot_Ltd,8.7,309429,0.026,0.026,0.026,0,0,0,0.026,0.026,0.026
Institutional Investors,Gagandeep_Credit_Capital_Pvt_Ltd,Prism_Johnson_Ltd,92.3,5396000,0.011,0.011,0.011,0.011,0.011,0,0,0,0
Institutional Investors,Gagandeep_Credit_Capital_Pvt_Ltd,Rane_Engine_Valve_Ltd,2.7,81970,0.011,0.011,0.011,0.012,0.012,0.012,0.012,0.012,0.071
Institutional Investors,Gagandeep_Credit_Capital_Pvt_Ltd,Super_Spinning_Mills_Ltd,,0,0,0,0,0,0,0,0,0,0.015
Institutional Investors,Gagandeep_Credit_Capital_Pvt_Ltd,TVS_Srichakra_Ltd,118.4,286770,0.038,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044
Institutional Investors,Gagandeep_Credit_Capital_Pvt_Ltd,Elpro_International_Ltd,18,2274465,0.013,0.017,0,0.017,0.017,0.017,0.017,0.017,0.017
Institutional Investors,Gagandeep_Credit_Capital_Pvt_Ltd,Kartik_Investments_Trust_Ltd,0.465,6200,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
Institutional Investors,Gagandeep_Credit_Capital_Pvt_Ltd,Silver_Touch_Technologies_Ltd,56.9,900000,0.071,0.071,0.071,0.071,0.071,0,0.071,0.071,0
Foreign Institutional Investors,Government_Of_Singapore,Ambuja_Cements_Ltd,0,0,0,0,0,0,0.011,0,0,0,0.014
Foreign Institutional Investors,Government_Of_Singapore,Anant_Raj_Ltd,0,0,0,0,0,0,0,0,0,0.025,0.042
Foreign Institutional Investors,Government_Of_Singapore,Apollo_Tyres_Ltd,399.2,8758348,0.014,0.015,0.013,0,0,0,0,0,0
Foreign Institutional Investors,Government_Of_Singapore,Axis_Bank_Ltd,6966.4,66299368,0.022,0.022,0.021,0.022,0.024,0.023,0.025,0.019,0.016
Foreign Institutional Investors,Government_Of_Singapore,Bajaj_Auto_Ltd,2466,2859998,0.01,0,0,0,0,0,0,0,0
Foreign Institutional Investors,Government_Of_Singapore,Bajaj_Finance_Ltd,13754.4,20758661,0.034,0.034,0.034,0.035,0.07,0.034,0.034,0.033,0.032
Foreign Institutional Investors,Government_Of_Singapore,Bharat_Forge_Ltd,0,0,0,0,0,0,0.013,0.012,0.013,0.014,0.015
Foreign Institutional Investors,Government_Of_Singapore,Bharti_Airtel_Ltd,0,0,0,0,0.01,0.01,0.012,0.012,0.015,0.015,0.014
Foreign Institutional Investors,Government_Of_Singapore,Castrol_India_Ltd,0,0,0,0,0.011,0.011,0.011,0.011,0.012,0.012,0.012
Foreign Institutional Investors,Government_Of_Singapore,Cera_Sanitaryware_Ltd,170.9,255340,0.02,0.02,0.02,0.02,0.02,0.021,0.021,0.031,0.031
Foreign Institutional Investors,Government_Of_Singapore,Cipla_Ltd,0,0,0,0.01,0.011,0.011,0.012,0.011,0.01,0,0
Foreign Institutional Investors,Government_Of_Singapore,Colgate_Palmolive_(India)_Ltd,0,0,0,0.014,0.016,0.016,0.015,0.012,0,0,0
Foreign Institutional Investors,Government_Of_Singapore,Container_Corporation_of_India_Ltd,0,0,0,0,0.011,0.011,0.011,0.01,0.014,0.011,0
Foreign Institutional Investors,Government_Of_Singapore,Dhanuka_Agritech_Ltd,0,0,0,0,0.02,0.025,0.025,0.025,0.025,0.024,0.029
Foreign Institutional Investors,Government_Of_Singapore,Dr_Reddy's_Laboratories_Ltd,1099.9,1781751,0.011,0.012,0.012,0.013,0.014,0.019,0.02,0.018,0.017
Foreign Institutional Investors,Government_Of_Singapore,Eicher_Motors_Ltd,1710.5,4611803,0.017,0.014,0.016,0.014,0.015,0.013,0,0,0
Foreign Institutional Investors,Government_Of_Singapore,Godrej_Consumer_Products_Ltd,1441.6,11954305,0.012,0.01,0.012,0.012,0.011,0.011,0.01,0.011,0.012
Foreign Institutional Investors,Government_Of_Singapore,Godrej_Properties_Ltd,1555.4,7267747,0.026,0.027,0.026,0.026,0.026,0.026,0.025,0.025,0.025
Foreign Institutional Investors,Government_Of_Singapore,Hathway_Cable_and_Datacom_Ltd,58.8,29569326,0.017,0.017,0.017,0.017,0.017,0.019,0.019,0.018,0.018
Foreign Institutional Investors,Government_Of_Singapore,HDFC_Bank_Ltd,21971.5,152373678,0.023,0.023,0,0,0,0,0,0,0
Foreign Institutional Investors,Government_Of_Singapore,Hero_MotoCorp_Ltd,0,0,0,0,0,0.012,0.012,0.01,0,0,0
Foreign Institutional Investors,Government_Of_Singapore,Hindalco_Industries_Ltd,4935,92001454,0.041,0.04,0,0.033,0.031,0,0.028,0.027,0.026
Foreign Institutional Investors,Government_Of_Singapore,Hindustan_Petroleum_Corporation_Ltd,0,0,0,0.013,0.018,0.021,0.023,0.021,0.018,0.016,0.016
Foreign Institutional Investors,Government_Of_Singapore,Hindustan_Unilever_Ltd,0,0,0,0,0.01,0.011,0.01,0,0,0,0
Foreign Institutional Investors,Government_Of_Singapore,ICICI_Bank_Ltd,19320.3,178858368,0.032,0.032,0.034,0.034,0.037,0.037,0.036,0.033,0.031
Foreign Institutional Investors,Government_Of_Singapore,Indian_Hotels_Company_Ltd,0,0,0,0,0.01,0.012,0.014,0,0,0,0
Foreign Institutional Investors,Government_Of_Singapore,Infosys_Ltd,14407.5,92092937,0.025,0.026,0.025,0.026,0.028,0.027,0.023,0.02,0.018
Foreign Institutional Investors,Government_Of_Singapore,IRB_Infrastructure_Developers_Ltd,745.8,137724320,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023
Foreign Institutional Investors,Government_Of_Singapore,Kotak_Mahindra_Bank_Ltd,4305.1,24598895,0.012,0.013,0.013,0,0,0,0,0,0
Foreign Institutional Investors,Government_Of_Singapore,Larsen_and_Toubro_Ltd,16200.6,46191004,0.034,0.033,0.034,0.034,0.032,0,0.028,0.025,0.025
Foreign Institutional Investors,Government_Of_Singapore,Mahindra_and_Mahindra_Ltd,5126.6,27534123,0.023,0.022,0.021,0.018,0.019,0.015,0.011,0,0
Foreign Institutional Investors,Government_Of_Singapore,Max_Financial_Services_Ltd,687.6,7137773,0.021,0.021,0.017,0.017,0.017,0.017,0.017,0.017,0.017
Foreign Institutional Investors,Government_Of_Singapore,United_Spirits_Ltd,0,0,0,0,0,0,0.011,0.01,0,0,0.011
Foreign Institutional Investors,Government_Of_Singapore,MPS_Ltd,0,0,0,0,0,0,0,0.02,0.02,0.02,0.021
Foreign Institutional Investors,Government_Of_Singapore,NTPC_Ltd,4106.4,130777534,0.014,0,0,0,0,0,0,0,0
Foreign Institutional Investors,Government_Of_Singapore,Petronet_LNG_Ltd,845.7,32459807,0.022,0.023,0.024,0.036,0.041,0.036,0.036,0.037,0.039
Foreign Institutional Investors,Government_Of_Singapore,Phoenix_Mills_Ltd,0,0,0,0,0,0.03,0.043,0.043,0.043,0.044,0.043
Foreign Institutional Investors,Government_Of_Singapore,Power_Grid_Corporation_of_India_Ltd,6027.6,231252839,0.025,0.024,0.024,0.025,0.028,0.024,0.024,0.024,0.023
Foreign Institutional Investors,Government_Of_Singapore,Prestige_Estates_Projects_Ltd,1333.1,13407033,0.033,0.036,0.038,0.038,0.038,0.038,0.04,0.042,0.043
Foreign Institutional Investors,Government_Of_Singapore,Reliance_Industries_Ltd,28184.9,98652201,0.015,0.015,0.015,0.015,0.015,0.014,0.013,0.011,0.01
Foreign Institutional Investors,Government_Of_Singapore,Saregama_India_Ltd,93.9,2631346,0.014,0.014,0.014,0.012,0.012,0.012,0.012,0.012,0.012
Foreign Institutional Investors,Government_Of_Singapore,State_Bank_of_India,7190.5,98499644,0.011,0.011,0.01,0.011,0,0,0,0,0
Foreign Institutional Investors,Government_Of_Singapore,Shriram_Finance_Ltd,4285.6,18633259,0.05,0.045,0.033,0,0,0,0,0,0
Foreign Institutional Investors,Government_Of_Singapore,Sun_Pharmaceutical_Industries_Ltd,4316,27520426,0.012,0.012,0,0,0.01,0,0,0,0
Foreign Institutional Investors,Government_Of_Singapore,Tata_Consumer_Products_Ltd,1177.9,10235752,0.011,0,0,0,0.01,0,0,0,0
Foreign Institutional Investors,Government_Of_Singapore,Tata_Motors_Ltd,0,0,0,0,0.011,0.01,0,0,0,0,0
Foreign Institutional Investors,Government_Of_Singapore,Tata_Steel_Ltd,3124.2,208491152,0.017,0.017,0.012,0.013,0.015,0.014,0.012,0.016,0.014
Foreign Institutional Investors,Government_Of_Singapore,Triveni_Turbine_Ltd,0,0,0,0,0,0.015,0.015,0.013,0,0,0
Foreign Institutional Investors,Government_Of_Singapore,TVS_Motor_Company_Ltd,1226.7,6009938,0.013,0.011,0,0,0,0,0,0,0
Foreign Institutional Investors,Government_Of_Singapore,UltraTech_Cement_Ltd,2897.4,3060856,0.011,0,0,0,0,0,0,0,0
Foreign Institutional Investors,Government_Of_Singapore,Syngene_International_Ltd,796.8,11837989,0.029,0.029,0.037,0.039,0,0,0,0,0
Foreign Institutional Investors,Government_Of_Singapore,Westlife_Foodworld_Ltd,0,0,0,0,0,0,0,0,0,0.01,0.011
Foreign Institutional Investors,Government_Of_Singapore,Jenburkt_Pharmaceuticals_Ltd,0,0,0,0,0,0,0,0.022,0.022,0.022,0.022
Foreign Institutional Investors,Government_Of_Singapore,ICICI_Prudential_Life_Insurance_Company_Ltd,1299.1,23395857,0.016,0,0,0,0,0,0,0,0.01
Foreign Institutional Investors,Government_Of_Singapore,Varun_Beverages_Ltd,2565.7,18330655,0.014,0.012,0.011,0,0,0,0,0,0
Foreign Institutional Investors,Government_Of_Singapore,Au_Small_Finance_Bank_Ltd,0,0,0,0,0,0,0.013,0.014,0,0,0
Foreign Institutional Investors,Government_Of_Singapore,SBI_Life_Insurance_Company_Ltd,5401.4,36880699,0.037,0.037,0.037,0.037,0.036,0.034,0.033,0.031,0.03
Foreign Institutional Investors,Government_Of_Singapore,ICICI_Lombard_General_Insurance_Company_Ltd,0,0,0,0,0.01,0.01,0,0,0,0,0
Foreign Institutional Investors,Government_Of_Singapore,HDFC_Life_Insurance_Company_Ltd,3762.4,59414494,0.028,0.027,0.027,0.026,0.021,0.014,0.012,0,0.012
Foreign Institutional Investors,Government_Of_Singapore,Amber_Enterprises_India_Ltd,575.3,1791847,0.053,0.053,0,0,0,0,0,0,0
Foreign Institutional Investors,Government_Of_Singapore,Hindustan_Aeronautics_Ltd,2121.6,6941388,0.01,0.01,0.01,0,0,0,0,0,0
Foreign Institutional Investors,Government_Of_Singapore,Aavas_Financiers_Ltd,0,0,0,0,0,0.024,0.028,0.03,0.035,0.039,0.05
Foreign Institutional Investors,Government_Of_Singapore,Dalmia_Bharat_Ltd,403.3,2137501,0.011,0.011,0,0,0,0,0,0,0
Foreign Institutional Investors,Government_Of_Singapore,Max_Healthcare_Institute_Ltd,5409.5,73829956,0.076,0.072,0.069,0.063,0.063,0.063,0.011,0,0
Foreign Institutional Investors,Government_Of_Singapore,Equitas_Small_Finance_Bank_Ltd,0,0,0,0,0.012,0.016,0.026,0.026,0.025,0.023,0
Foreign Institutional Investors,Government_Of_Singapore,Gland_Pharma_Ltd,0,0,0,0,0,0,0,0,0.011,0,0.011
Foreign Institutional Investors,Government_Of_Singapore,Restaurant_Brands_Asia_Ltd,0,0,0,0,0,0.012,0.012,0.012,0.012,0.018,0.022
Foreign Institutional Investors,Government_Of_Singapore,TARC_Ltd,0,0,0,0,0,0,0,0,0.011,0.032,0.042
Foreign Institutional Investors,Government_Of_Singapore,Indigo_Paints_Ltd,0,0,0,0,0,0,0,0,0,0,0.01
Foreign Institutional Investors,Government_Of_Singapore,Kalyan_Jewellers_India_Ltd,0,0,0,0.011,0.011,0.011,0.01,0.015,0.014,0.014,0.016
Foreign Institutional Investors,Government_Of_Singapore,Macrotech_Developers_Ltd,1314.8,12179440,0.013,0.012,0.012,0.015,0.017,0.018,0.018,0.017,0.017
Foreign Institutional Investors,Government_Of_Singapore,Sona_BLW_Precision_Forgings_Ltd,2499.5,37971650,0.065,0.064,0.06,0.054,0.012,0.013,0,0,0
Foreign Institutional Investors,Government_Of_Singapore,Zomato_Ltd,1513.3,94964854,0.011,0,0,0,0,0,0,0,0
Foreign Institutional Investors,Government_Of_Singapore,Sansera_Engineering_Ltd,0,0,0,0.027,0.033,0.038,0.042,0.049,0.049,0.049,0.049
Foreign Institutional Investors,Government_Of_Singapore,Sapphire_Foods_India_Ltd,632.5,4221942,0.066,0.018,0.019,0.019,0.019,0.018,0.017,0.021,0.026
Foreign Institutional Investors,Government_Of_Singapore,Go_Fashion_(India)_Ltd,0,0,0,0,0,0,0,0,0,0,0.016
Foreign Institutional Investors,Government_Of_Singapore,RateGain_Travel_Technologies_Ltd,0,0,0,0,0,0,0,0,0,0,0.018
Foreign Institutional Investors,Government_Of_Singapore,Medplus_Health_Services_Ltd,181.4,2673297,0.022,0.015,0,0,0,0,0,0,0
Foreign Institutional Investors,Government_Of_Singapore,Rainbow_Childrens_Medicare_Ltd,154.3,1314452,0.013,0.019,0.021,0.031,0.032,0,0,0,0
Foreign Institutional Investors,Government_Of_Singapore,Jio_Financial_Services_Ltd,3821.6,107619172,0.017,0.02,0,0,0,0,0,0,0
Foreign Institutional Investors,Government_Of_Singapore,Digidrive_Distributors_Ltd,1.9,526269,0.014,0,0,0,0,0,0,0,0
Foreign Institutional Investors,Government_Of_Singapore,Samhi_Hotels_Ltd,318.3,15506878,0.071,0,0,0,0,0,0,0,0
Foreign Institutional Investors,Government_Pension_Fund_Global,Aegis_Logistics_Ltd,0,0,0,0.013,0.02,0.025,0.025,0.025,0.025,0.025,0.025
Foreign Institutional Investors,Government_Pension_Fund_Global,Apollo_Tyres_Ltd,0,0,0,0,0,0.018,0.023,0.021,0.02,0,0
Foreign Institutional Investors,Government_Pension_Fund_Global,Ashok_Leyland_Ltd,944.2,58320356,0.02,0.023,0.023,0.012,0.013,0.01,0,0,0
Foreign Institutional Investors,Government_Pension_Fund_Global,Astec_Lifesciences_Ltd,0,0,0,0,0.014,0.014,0.014,0.011,0,0,0
Foreign Institutional Investors,Government_Pension_Fund_Global,Atul_Ltd,231.4,389590,0.013,0,0,0,0.014,0.014,0.013,0.013,0.013
Foreign Institutional Investors,Government_Pension_Fund_Global,Avanti_Feeds_Ltd,0,0,0,0,0,0,0,0,0,0,0.015
Foreign Institutional Investors,Government_Pension_Fund_Global,Axis_Bank_Ltd,6116.6,58212109,0.02,0.019,0.018,0.018,0.019,0.018,0.018,0.017,0.015
Foreign Institutional Investors,Government_Pension_Fund_Global,Bajaj_Auto_Ltd,2568.6,2978955,0.011,0.011,0.011,0,0,0,0,0,0
Foreign Institutional Investors,Government_Pension_Fund_Global,Bajaj_Electricals_Ltd,595.6,6186493,0.054,0.054,0.054,0.013,0.01,0,0,0,0
Foreign Institutional Investors,Government_Pension_Fund_Global,Balkrishna_Industries_Ltd,754.5,3291870,0.017,0.017,0.017,0.017,0.017,0.016,0.019,0.019,0.019
Foreign Institutional Investors,Government_Pension_Fund_Global,Bharat_Forge_Ltd,0,0,0,0,0,0,0,0,0,0,0.012
Foreign Institutional Investors,Government_Pension_Fund_Global,Bharti_Airtel_Ltd,0,0,0,0.01,0.01,0.01,0.01,0.011,0.01,0,0
Foreign Institutional Investors,Government_Pension_Fund_Global,Blue_Star_Ltd,497.3,3920772,0.019,0.019,0,0,0,0,0,0,0
Foreign Institutional Investors,Government_Pension_Fund_Global,Zydus_Lifesciences_Ltd,0,0,0,0,0,0,0,0,0,0,0.012
Foreign Institutional Investors,Government_Pension_Fund_Global,CCL_Products_India_Ltd,0,0,0,0,0,0,0,0,0,0.02,0.024
Foreign Institutional Investors,Government_Pension_Fund_Global,Ceat_Ltd,0,0,0,0,0.011,0.019,0.019,0.012,0,0,0
Foreign Institutional Investors,Government_Pension_Fund_Global,Century_Plyboards_(India)_Ltd,369.7,5734476,0.026,0.026,0.026,0.026,0.026,0.025,0.025,0.024,0.024
Foreign Institutional Investors,Government_Pension_Fund_Global,Cholamandalam_Investment_and_Finance_Company_Ltd,1046.4,9961124,0.012,0,0.014,0.015,0.013,0,0,0,0
Foreign Institutional Investors,Government_Pension_Fund_Global,Cipla_Ltd,3370.1,23405016,0.029,0.028,0.03,0.029,0.023,0.025,0.025,0.026,0.023
Foreign Institutional Investors,Government_Pension_Fund_Global,Cummins_India_Ltd,0,0,0,0,0,0,0,0.011,0.016,0.018,0.018
Foreign Institutional Investors,Government_Pension_Fund_Global,Cyient_Ltd,225.9,1143102,0.01,0,0,0,0,0,0,0,0
Foreign Institutional Investors,Government_Pension_Fund_Global,Deepak_Fertilisers_and_Petrochemicals_Corporation_Ltd,0,0,0,0,0,0.013,0.012,0,0,0,0.015
Foreign Institutional Investors,Government_Pension_Fund_Global,Deepak_Nitrite_Ltd,0,0,0,0,0.013,0.017,0.02,0.016,0,0,0
Foreign Institutional Investors,Government_Pension_Fund_Global,Divi's_Laboratories_Ltd,1118.6,3251188,0.012,0.012,0.012,0.012,0.012,0.012,0.013,0.013,0.013
Foreign Institutional Investors,Government_Pension_Fund_Global,Dr_Reddy's_Laboratories_Ltd,0,0,0,0,0,0.01,0.011,0.01,0.011,0.01,0
Foreign Institutional Investors,Government_Pension_Fund_Global,Eicher_Motors_Ltd,1479.1,3987727,0.015,0.015,0.013,0.013,0.013,0.013,0.012,0.011,0
Foreign Institutional Investors,Government_Pension_Fund_Global,Emami_Ltd,0,0,0,0,0,0,0,0,0,0.013,0.013
Foreign Institutional Investors,Government_Pension_Fund_Global,EPL_Ltd,0,0,0,0,0,0,0,0,0.027,0.027,0.027
Foreign Institutional Investors,Government_Pension_Fund_Global,Exide_Industries_Ltd,566.3,19077853,0.022,0.022,0.024,0.024,0.024,0.022,0.021,0.021,0.021
Foreign Institutional Investors,Government_Pension_Fund_Global,Finolex_Cables_Ltd,161.3,1828580,0.012,0,0,0,0,0,0,0,0
Foreign Institutional Investors,Government_Pension_Fund_Global,GAIL_(India)_Ltd,0,0,0,0,0,0,0,0,0,0,0.012
Foreign Institutional Investors,Government_Pension_Fund_Global,Great_Eastern_Shipping_Company_Ltd,144.3,1435966,0.01,0.01,0.01,0.01,0,0,0,0,0
Foreign Institutional Investors,Government_Pension_Fund_Global,Glenmark_Pharmaceuticals_Ltd,590.9,6364694,0.023,0.023,0.023,0,0,0,0.02,0.02,0.02
Foreign Institutional Investors,Government_Pension_Fund_Global,Gujarat_Pipavav_Port_Ltd,335.2,17458676,0.036,0.036,0.036,0.036,0.036,0.034,0.034,0.034,0.013
Foreign Institutional Investors,Government_Pension_Fund_Global,Granules_India_Ltd,116.1,2789094,0.012,0.012,0.012,0.012,0.012,0,0.032,0.032,0.031
Foreign Institutional Investors,Government_Pension_Fund_Global,Grasim_Industries_Ltd,2258.2,10322815,0.016,0.016,0.016,0.019,0.019,0.016,0.013,0.015,0.014
Foreign Institutional Investors,Government_Pension_Fund_Global,Gujarat_State_Petronet_Ltd,566.3,16607616,0.029,0.028,0.028,0.028,0.028,0.027,0.027,0.025,0.025
Foreign Institutional Investors,Government_Pension_Fund_Global,Hathway_Cable_and_Datacom_Ltd,87.2,43838217,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
Foreign Institutional Investors,Government_Pension_Fund_Global,Havells_India_Ltd,2207.3,15041615,0.024,0.023,0.02,0.02,0.02,0.02,0.019,0.02,0.022
Foreign Institutional Investors,Government_Pension_Fund_Global,Hero_MotoCorp_Ltd,2311,5087578,0.026,0.025,0.024,0.025,0.025,0.025,0.024,0.019,0.014
Foreign Institutional Investors,Government_Pension_Fund_Global,HFCL_Ltd,181.9,20437800,0.014,0.013,0.011,0,0,0,0,0,0
Foreign Institutional Investors,Government_Pension_Fund_Global,Hikal_Ltd,90.9,3345638,0.027,0.021,0.019,0.019,0.02,0.02,0.019,0.019,0.019
Foreign Institutional Investors,Government_Pension_Fund_Global,HT_Media_Ltd,0,0,0,0,0,0,0,0,0,0.013,0.015
Foreign Institutional Investors,Government_Pension_Fund_Global,ICICI_Bank_Ltd,7946.6,73566438,0.013,0,0,0,0,0,0,0,0
Foreign Institutional Investors,Government_Pension_Fund_Global,IDFC_Ltd,326.6,30045865,0.019,0,0,0,0,0,0,0,0
Foreign Institutional Investors,Government_Pension_Fund_Global,Indian_Hotels_Company_Ltd,0,0,0,0,0,0,0,0,0,0.013,0.017
Foreign Institutional Investors,Government_Pension_Fund_Global,IndusInd_Bank_Ltd,2210.9,15331407,0.022,0.021,0.021,0.02,0.021,0.02,0.018,0.017,0.017
Foreign Institutional Investors,Government_Pension_Fund_Global,Infosys_Ltd,7244,46303849,0.013,0.013,0.014,0.014,0.015,0.015,0.012,0.011,0.011
Foreign Institutional Investors,Government_Pension_Fund_Global,J_B_Chemicals_and_Pharmaceuticals_Ltd,393.2,2472312,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.015,0.012
Foreign Institutional Investors,Government_Pension_Fund_Global,J_Kumar_Infraprojects_Ltd,0,0,0,0,0,0,0,0,0,0,0.013
Foreign Institutional Investors,Government_Pension_Fund_Global,Jubilant_Pharmova_Ltd,353.4,6213060,0.039,0.04,0.04,0.04,0.04,0.034,0.033,0.032,0.03
Foreign Institutional Investors,Government_Pension_Fund_Global,Jubilant_Foodworks_Ltd,376.6,8447440,0.013,0.013,0.013,0.011,0.011,0,0,0,0
Foreign Institutional Investors,Government_Pension_Fund_Global,Kajaria_Ceramics_Ltd,900.1,7507140,0.047,0.047,0.047,0.047,0.046,0.045,0.044,0.047,0.049
Foreign Institutional Investors,Government_Pension_Fund_Global,KEI_Industries_Ltd,370.3,1121375,0.012,0.011,0,0,0,0,0,0,0
Foreign Institutional Investors,Government_Pension_Fund_Global,LandT_Finance_Holdings_Ltd,0,0,0,0.011,0,0,0,0,0,0,0
