Type,Investor,Stock,Holding_Value_in_Cr,Quantity,Dec_2023,Sep_2023,Jun_2023,Mar_2023,Dec_2022,Sep_2022,Jun_2022,Mar_2022,Dec_2021
Individual Investor,Mukul_Mahavir_Prasad_Agrawal,Delta_Corp_Ltd,,0,0,0,0.012,0.011,0.011,0.015,0.012,0.011,0.011
Individual Investor,Mukul_Mahavir_Prasad_Agrawal,De_Nora_India_Ltd,,0,0,0.019,0.019,0.014,0,0,0,0,0
Individual Investor,Mukul_Mahavir_Prasad_Agrawal,Dish_TV_India_Ltd,34.8,20000000,0.011,0.016,0.016,0.016,0.016,0.014,0,0,0
Individual Investor,Mukul_Mahavir_Prasad_Agrawal,Dynamatic_Technologies_Ltd,,0,0,0,0,0,0,0,0,0,0.012
Individual Investor,Mukul_Mahavir_Prasad_Agrawal,Eveready_Industries_India_Ltd,,0,0,0,0,0,0,0,0,0.028,0.022
Individual Investor,Mukul_Mahavir_Prasad_Agrawal,Allcargo_Gati_Ltd,,0,0,0,0.054,0.054,0.054,0.057,0.057,0.057,0.057
Individual Investor,Mukul_Mahavir_Prasad_Agrawal,G_M_Breweries_Ltd,,0,0,0,0,0,0,0,0.014,0,0.016
Individual Investor,Mukul_Mahavir_Prasad_Agrawal,Goldiam_International_Ltd,,0,0,0,0.013,0.023,0.028,0.028,0.028,0.028,0.028
Individual Investor,Mukul_Mahavir_Prasad_Agrawal,Kingfa_Science_and_Technology_(India)_Ltd,55.6,300000,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
Individual Investor,Mukul_Mahavir_Prasad_Agrawal,Indo_Count_Industries_Ltd,74.1,2325000,0.012,0.012,0.012,0.012,0.012,0.012,0.011,0.011,0.011
Individual Investor,Mukul_Mahavir_Prasad_Agrawal,Indian_Metals_and_Ferro_Alloys_Ltd,43.8,778900,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.019,0.019
Individual Investor,Mukul_Mahavir_Prasad_Agrawal,ISMT_Ltd,33.4,4001346,0.013,0.013,0.013,0.013,0,0,0,0,0
Individual Investor,Mukul_Mahavir_Prasad_Agrawal,Jagsonpal_Pharmaceuticals_Ltd,,0,0,0.018,0.018,0.018,0.018,0.018,0.018,0,0
Individual Investor,Mukul_Mahavir_Prasad_Agrawal,J_Kumar_Infraprojects_Ltd,117.5,2000000,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.028,0.028
Individual Investor,Mukul_Mahavir_Prasad_Agrawal,Kanoria_Chemicals_and_Industries_Ltd,,0,0,0,0.012,0.013,0.014,0.014,0,0,0
Individual Investor,Mukul_Mahavir_Prasad_Agrawal,Karur_Vysya_Bank_Ltd,150.2,8500000,0.011,0.011,0,0.011,0.011,0.013,0.013,0.013,0
Individual Investor,Mukul_Mahavir_Prasad_Agrawal,Kamdhenu_Ltd,,0,0,0,0,0,0,0.021,0.021,0.021,0.021
Individual Investor,Mukul_Mahavir_Prasad_Agrawal,Marksans_Pharma_Ltd,,0,0,0,0,0,0,0,0.012,0.012,0.012
Individual Investor,Mukul_Mahavir_Prasad_Agrawal,Mastek_Ltd,,0,0,0,0,0,0,0,0.011,0.01,0.011
Individual Investor,Mukul_Mahavir_Prasad_Agrawal,MPS_Ltd,117.9,762457,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.044
Individual Investor,Mukul_Mahavir_Prasad_Agrawal,Neuland_Laboratories_Ltd,251.9,400000,0.031,0.031,0.033,0.031,0.031,0.029,0.029,0.029,0.027
Individual Investor,Mukul_Mahavir_Prasad_Agrawal,OnMobile_Global_Ltd,,0,0,0,0,0,0,0.011,0.012,0.016,0
Individual Investor,Mukul_Mahavir_Prasad_Agrawal,Pearl_Global_Industries_Ltd,45.4,750000,0.034,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035
Individual Investor,Mukul_Mahavir_Prasad_Agrawal,Prakash_Industries_Ltd,36.9,2500000,0.014,0.014,0,0,0,0,0,0,0
Individual Investor,Mukul_Mahavir_Prasad_Agrawal,Radico_Khaitan_Ltd,219.1,1400083,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011
Individual Investor,Mukul_Mahavir_Prasad_Agrawal,Raymond_Ltd,171,1000000,0.015,0.015,0.017,0.018,0.018,0.017,0.017,0.015,0
Individual Investor,Mukul_Mahavir_Prasad_Agrawal,Repro_India_Ltd,,0,0,0,0,0,0,0,0,0.031,0.048
Individual Investor,Mukul_Mahavir_Prasad_Agrawal,Sarda_Energy_and_Minerals_Ltd,83.7,4176000,0.012,0.012,0.012,0.012,0.012,0.011,0.011,0.011,0
Individual Investor,Mukul_Mahavir_Prasad_Agrawal,JTEKT_India_Ltd,47.4,3166545,0.013,0.016,0.016,0.016,0.016,0.015,0.013,0.013,0.013
Individual Investor,Mukul_Mahavir_Prasad_Agrawal,Strides_Pharma_Science_Ltd,109.3,1400000,0.015,0,0,0,0,0,0,0,0
Individual Investor,Mukul_Mahavir_Prasad_Agrawal,Surya_Roshni_Ltd,75.8,1500000,0.014,0.015,0.018,0.02,0.017,0.013,0,0,0
Individual Investor,Mukul_Mahavir_Prasad_Agrawal,Suzlon_Energy_Ltd,,0,0,0,0.01,0,0,0,0,0,0
Individual Investor,Mukul_Mahavir_Prasad_Agrawal,Thomas_Cook_(India)_Ltd,73.8,5000060,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.013
Individual Investor,Mukul_Mahavir_Prasad_Agrawal,Vardhman_Special_Steels_Ltd,,0,0,0,0.012,0.012,0.012,0.012,0.012,0.013,0.013
Individual Investor,Mukul_Mahavir_Prasad_Agrawal,Intellect_Design_Arena_Ltd,262.3,2300000,0.017,0.017,0.018,0.018,0.018,0,0.017,0.017,0.017
Individual Investor,Mukul_Mahavir_Prasad_Agrawal,PDS_Ltd,164.2,3482100,0.026,0.027,0.027,0.027,0.027,0.027,0.027,0.028,0.028
Individual Investor,Mukul_Mahavir_Prasad_Agrawal,Zen_Technologies_Ltd,101.2,1126765,0.013,0.013,0.013,0,0,0,0,0,0
Individual Investor,Mukul_Mahavir_Prasad_Agrawal,Vidhi_Specialty_Food_Ingredients_Ltd,39.4,900000,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018
Individual Investor,Mukul_Mahavir_Prasad_Agrawal,Parag_Milk_Foods_Ltd,,0,0,0,0,0,0.017,0.018,0.021,0.021,0.021
Individual Investor,Mukul_Mahavir_Prasad_Agrawal,Ion_Exchange_(India)_Ltd,66.1,1500000,0.01,0.012,0.018,0.019,0.019,0.019,0,0,0
Individual Investor,Mukul_Mahavir_Prasad_Agrawal,Pix_Transmissions_Ltd,43.7,338000,0.025,0.026,0.026,0.026,0.026,0.026,0.027,0,0
Individual Investor,Mukul_Mahavir_Prasad_Agrawal,Transpek_Industry_Ltd,21.2,118578,0.021,0,0,0,0,0,0,0,0
Individual Investor,Mukul_Mahavir_Prasad_Agrawal,Tasty_Bite_Eatables_Ltd,37.7,30130,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012
Individual Investor,Mukul_Mahavir_Prasad_Agrawal,Stylam_Industries_Ltd,,0,0,0,0,0,0.012,0,0,0,0
Individual Investor,Mukul_Mahavir_Prasad_Agrawal,Arman_Financial_Services_Ltd,74.6,400000,0.041,0.046,0.047,0.047,0.047,0.047,0.048,0.051,0.051
Individual Investor,Mukul_Mahavir_Prasad_Agrawal,Bhagiradha_Chemicals_and_Industries_Ltd,,0,0,0.029,0.034,0.038,0.038,0,0,0,0
Individual Investor,Mukul_Mahavir_Prasad_Agrawal,Apollo_Pipes_Ltd,97.9,1500000,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038
Individual Investor,Mukul_Mahavir_Prasad_Agrawal,Sahyadri_Industries_Ltd,9.2,256725,0.024,0.024,0.024,0.022,0.022,0.022,0.022,0.025,0.024
Individual Investor,Mukul_Mahavir_Prasad_Agrawal,Dhabriya_Polywood_Ltd,11.6,416500,0.039,0.047,0.012,0.012,0.012,0.012,0.012,0.012,0.012
Individual Investor,Mukul_Mahavir_Prasad_Agrawal,PTC_Industries_Ltd,,0,0,0,0,0,0,0.01,0,0,0
Individual Investor,Mukul_Mahavir_Prasad_Agrawal,SG_Finserve_Ltd,,0,0,0,0.024,0.024,0.024,0.021,0,0,0
Individual Investor,Mukul_Mahavir_Prasad_Agrawal,Raghav_Productivity_Enhancers_Ltd,21.1,356148,0.016,0.016,0.016,0.016,0.016,0,0,0,0
Individual Investor,Mukul_Mahavir_Prasad_Agrawal,TAAL_Enterprises_Ltd,75,277931,0.089,0.089,0.089,0.089,0,0,0.089,0.089,0.089
Individual Investor,Mukul_Mahavir_Prasad_Agrawal,BSE_Ltd,403,2000000,0.015,0.015,0,0,0,0,0,0,0
Individual Investor,Mukul_Mahavir_Prasad_Agrawal,Shankara_Building_Products_Ltd,35.8,550000,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0
Individual Investor,Mukul_Mahavir_Prasad_Agrawal,CL_Educate_Ltd,,0,0,0,0,0.011,0.012,0.012,0.011,0,0
Individual Investor,Mukul_Mahavir_Prasad_Agrawal,Capacit'e_Infraprojects_Ltd,148.7,6000000,0.078,0.08,0.043,0.019,0,0,0,0,0
Individual Investor,Mukul_Mahavir_Prasad_Agrawal,Dishman_Carbogen_Amcis_Ltd,184,8200000,0.052,0.052,0.052,0.043,0.035,0.033,0.033,0.033,0.032
Individual Investor,Mukul_Mahavir_Prasad_Agrawal,Newgen_Software_Technologies_Ltd,,0,0,0,0.011,0.014,0.016,0.016,0.016,0.016,0.016
Individual Investor,Mukul_Mahavir_Prasad_Agrawal,Zota_Healthcare_Ltd,34.7,736989,0.029,0.029,0.029,0.029,0.029,0.026,0.026,0.026,0.026
Individual Investor,Mukul_Mahavir_Prasad_Agrawal,Thejo_Engineering_Ltd,41,180000,0.017,0.017,0,0.017,0,0,0,0.017,0
Individual Investor,Mukul_Mahavir_Prasad_Agrawal,InfoBeans_Technologies_Ltd,46.7,1225000,0.05,0.051,0.052,0.052,0.052,0.052,0.052,0.052,0.052
Individual Investor,Mukul_Mahavir_Prasad_Agrawal,MITCON_Consultancy_and_Engineering_Services_Ltd,4.4,387282,0.029,0.031,0.043,0.044,0.05,0,0.056,0.056,0.056
Individual Investor,Mukul_Mahavir_Prasad_Agrawal,Jet_Freight_Logistics_Ltd,,0,0,0,0,0,0,0.025,0.041,0.041,0.057
Individual Investor,Mukul_Mahavir_Prasad_Agrawal,Prakash_Pipes_Ltd,21.5,600000,0.025,0,0,0,0,0,0,0,0
Individual Investor,Mukul_Mahavir_Prasad_Agrawal,Gensol_Engineering_Ltd,45.6,570000,0.015,0.016,0,0,0,0,0,0,0
Individual Investor,Mukul_Mahavir_Prasad_Agrawal,Hindware_Home_Innovation_Ltd,30.7,800000,0.011,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014
Individual Investor,Mukul_Mahavir_Prasad_Agrawal,MTAR_Technologies_Ltd,,0,0,0,0,0,0,0.011,0.011,0.011,0.013
Individual Investor,Mukul_Mahavir_Prasad_Agrawal,Suryoday_Small_Finance_Bank_Ltd,49.7,3000000,0.028,0.028,0.028,0.019,0.019,0,0,0,0
Individual Investor,Mukul_Mahavir_Prasad_Agrawal,EKI_Energy_Services_Ltd,,0,0,0,0,0.011,0.016,0.016,0.019,0.019,0.019
Individual Investor,Mukul_Mahavir_Prasad_Agrawal,Paras_Defence_and_Space_Technologies_Ltd,,0,0,0,0,0.011,0.019,0,0.023,0.023,0.023
Individual Investor,Mukul_Mahavir_Prasad_Agrawal,Tracxn_Technologies_Ltd,16.8,2000000,0.019,0.02,0.02,0.02,0.02,0,0,0,0
Individual Investor,Mukul_Mahavir_Prasad_Agrawal,P_E_Analytics_Ltd,,0,0,0,0,0.025,0.025,0.025,0.025,0.025,0
Individual Investor,Mukul_Mahavir_Prasad_Agrawal,Ethos_Ltd,163.4,640000,0.026,0.027,0.029,0.034,0.035,0.04,0.04,0,0
Individual Investor,Mukul_Mahavir_Prasad_Agrawal,Sula_Vineyards_Ltd,108.1,2000000,0.024,0.024,0.024,0.024,0.019,0,0,0,0
Individual Investor,Mukul_Mahavir_Prasad_Agrawal,Vasa_Denticity_Ltd,20.1,410000,0,0.026,0,0,0,0,0,0,0
Individual Investor,Mukul_Mahavir_Prasad_Agrawal,Allcargo_Terminals_Ltd,,0,0,0.013,0,0,0,0,0,0,0
Individual Investor,Mukul_Mahavir_Prasad_Agrawal,Nuvama_Wealth_Management_Ltd,205.9,500000,0.014,0,0,0,0,0,0,0,0
Individual Investor,Ashish_Dhawan,Allcargo_Logistics_Ltd,,0,0,0,0,0,0,0,0,0,0.016
Individual Investor,Ashish_Dhawan,Dish_TV_India_Ltd,50.1,28957491,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016
Individual Investor,Ashish_Dhawan,Glenmark_Pharmaceuticals_Ltd,673.3,7200000,0.026,0.026,0.026,0.026,0.025,0.018,0.018,0.018,0.018
Individual Investor,Ashish_Dhawan,AGI_Greenpac_Ltd,231,3100000,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.015
Individual Investor,Ashish_Dhawan,IDFC_Ltd,616.3,56000000,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035
Individual Investor,Ashish_Dhawan,Karur_Vysya_Bank_Ltd,,0,0,0,0,0,0,0,0.013,0.025,0.025
Individual Investor,Ashish_Dhawan,Birlasoft_Ltd,,0,0,0,0,0.01,0.01,0.01,0.013,0.013,0.018
Individual Investor,Ashish_Dhawan,Mahindra_and_Mahindra_Financial_Services_Ltd,382.6,14600000,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0
Individual Investor,Ashish_Dhawan,Religare_Enterprises_Ltd,164.7,7605608,0.023,0.023,0.017,0,0,0,0,0,0
Individual Investor,Ashish_Dhawan,Zensar_Technologies_Ltd,,0,0,0,0,0.011,0.011,0.011,0.011,0.011,0.011
Individual Investor,Ashish_Dhawan,Greenlam_Industries_Ltd,218.2,4814210,0.038,0.038,0.038,0.038,0.038,0.038,0.04,0.057,0.057
Individual Investor,Ashish_Dhawan,Palred_Technologies_Ltd,9.1,678189,0.055,0.055,0.055,0.055,0.055,0.064,0.07,0.07,0.07
Individual Investor,Ashish_Dhawan,Quess_Corp_Ltd,289,5861223,0.04,0.04,0.04,0.04,0.04,0.026,0.019,0.019,0.011
Individual Investor,Ashish_Dhawan,RPSG_Ventures_Ltd,79.1,1234286,0.042,0.042,0.042,0.042,0.042,0.042,0.046,0.046,0.047
Individual Investor,Ashish_Dhawan,Arvind_Fashions_Ltd,294.7,6564065,0.049,0.049,0.049,0.049,0.049,0.049,0.05,0.05,0.05
Individual Investor,Ashish_Dhawan,Equitas_Small_Finance_Bank_Ltd,377.1,40370000,0.036,0.036,0.036,0.036,0,0,0,0,0
Individual Investor,Ashish_Kacholia,ADF_Foods_Ltd,25.1,1332548,0.012,0.028,0.029,0.029,0.029,0.029,0.031,0.032,0.034
Individual Investor,Ashish_Kacholia,Ador_Welding_Ltd,81.3,595400,0.044,0.044,0.044,0.044,0.044,0.042,0.032,0.032,0.032
Individual Investor,Ashish_Kacholia,Agarwal_Industrial_Corporation_Ltd,50.4,597977,0.04,0.04,0.039,0.038,0.038,0.026,0,0,0
Individual Investor,Ashish_Kacholia,Bharat_Bijlee_Ltd,,0,0,0,0.018,0.018,0.018,0.018,0.018,0.018,0.016
Individual Investor,Ashish_Kacholia,D-Link_(India)_Ltd,,0,0,0,0,0.021,0.021,0.033,0,0,0
Individual Investor,Ashish_Kacholia,Genesys_International_Corporation_Ltd,36.1,618734,0.016,0.016,0.016,0.016,0.017,0.017,0.02,0.02,0.02
Individual Investor,Ashish_Kacholia,Goldiam_International_Ltd,,0,0,0,0,0.01,0.01,0,0,0,0
Individual Investor,Ashish_Kacholia,Gravita_India_Ltd,119,1484399,0.022,0.022,0.022,0.022,0.021,0.02,0.018,0.014,0
Individual Investor,Ashish_Kacholia,Igarashi_Motors_India_Ltd,,0,0,0,0,0,0,0,0,0.013,0.013
Individual Investor,Ashish_Kacholia,IOL_Chemicals_and_Pharmaceuticals_Ltd,,0,0,0,0,0,0.02,0.02,0.02,0.02,0.02
Individual Investor,Ashish_Kacholia,La_Opala_RG_Ltd,56.9,1841433,0.017,0.016,0.016,0.016,0.016,0.016,0.014,0.011,0.01
Individual Investor,Ashish_Kacholia,Mastek_Ltd,,0,0,0,0,0,0,0,0.018,0.02,0.02
Individual Investor,Ashish_Kacholia,Sastasundar_Ventures_Ltd,18.5,598902,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019
Individual Investor,Ashish_Kacholia,NIIT_Ltd,,0,0,0.019,0.022,0.022,0.022,0.022,0.022,0.022,0.022
Individual Investor,Ashish_Kacholia,PCBL_Ltd,177.1,7084990,0.019,0.019,0.019,0.019,0.019,0.019,0.013,0.013,0.013
Individual Investor,Ashish_Kacholia,Poly_Medicure_Ltd,,0,0,0,0,0,0,0,0,0,0.016
Individual Investor,Ashish_Kacholia,Repro_India_Ltd,34.5,460528,0.032,0.032,0.035,0.036,0.036,0.036,0.036,0,0
Individual Investor,Ashish_Kacholia,Tanfac_Industries_Ltd,24.6,118229,0.012,0,0,0,0,0,0,0,0
Individual Investor,Ashish_Kacholia,Vaibhav_Global_Ltd,75,2000000,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012
Individual Investor,Ashish_Kacholia,Xpro_India_Ltd,86.5,808550,0.039,0.039,0.043,0.043,0.045,0.044,0.039,0.036,0.029
Individual Investor,Ashish_Kacholia,Fineotex_Chemical_Ltd,112.9,3135568,0.028,0.028,0.028,0.028,0.026,0.026,0.019,0.018,0
Individual Investor,Ashish_Kacholia,Mold-Tek_Packaging_Ltd,,0,0,0,0,0,0,0,0.019,0.031,0.032
Individual Investor,Ashish_Kacholia,Vishnu_Chemicals_Ltd,,0,0,0,0,0,0,0,0.034,0.042,0.048
Individual Investor,Ashish_Kacholia,VRL_Logistics_Ltd,,0,0,0,0,0,0,0,0.014,0.014,0.014
Individual Investor,Ashish_Kacholia,Garware_Hi-Tech_Films_Ltd,162.3,968322,0.042,0.042,0.042,0.042,0.04,0.04,0.037,0.037,0.033
Individual Investor,Ashish_Kacholia,Shaily_Engineering_Plastics_Ltd,217.2,4413480,0.096,0.096,0.096,0.106,0.106,0.106,0.106,0.106,0.106
Individual Investor,Ashish_Kacholia,Ugro_Capital_Ltd,33.7,1445936,0.016,0.016,0.016,0,0,0,0,0,0
Individual Investor,Ashish_Kacholia,United_Drilling_Tools_Ltd,,0,0,0,0,0.028,0.028,0.028,0.028,0.026,0.026
Individual Investor,Ashish_Kacholia,HLE_Glascoat_Ltd,44.5,958010,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014
Individual Investor,Ashish_Kacholia,Safari_Industries_(India)_Ltd,168.5,1000000,0.021,0.021,0.023,0.023,0.026,0.026,0.027,0.027,0.027
Individual Investor,Ashish_Kacholia,Carysil_Ltd,94.1,1000000,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.038,0.038
Individual Investor,Ashish_Kacholia,Faze_Three_Ltd,48.7,1317554,0.054,0.054,0.052,0.052,0.051,0.051,0.05,0.047,0.046
Individual Investor,Ashish_Kacholia,Balu_Forge_Industries_Ltd,43.2,2165500,0.021,0.022,0,0,0,0,0,0,0
Individual Investor,Ashish_Kacholia,Dhabriya_Polywood_Ltd,19.2,696178,0.064,0.064,0,0,0,0,0,0,0
Individual Investor,Ashish_Kacholia,SG_Finserve_Ltd,26.5,628366,0.011,0,0.012,0,0,0.011,0,0,0
Individual Investor,Ashish_Kacholia,Universal_Autofoundry_Ltd,17.6,1034353,0.085,0.085,0,0,0,0,0,0,0
Individual Investor,Ashish_Kacholia,Best_Agrolife_Ltd,16.2,321202,0.014,0.023,0.023,0.023,0.023,0.015,0,0,0
Individual Investor,Ashish_Kacholia,Raghav_Productivity_Enhancers_Ltd,27.5,463366,0.02,0.02,0.02,0.02,0.021,0,0,0,0
Individual Investor,Ashish_Kacholia,Kwality_Pharmaceuticals_Ltd,,0,0,0,0,0,0,0,0.034,0.034,0.031
Individual Investor,Ashish_Kacholia,Aditya_Vision_Ltd,77.1,239506,0.02,0.02,0.02,0.011,0,0,0,0,0
Individual Investor,Ashish_Kacholia,Shankara_Building_Products_Ltd,29.2,451140,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0
Individual Investor,Ashish_Kacholia,Mahindra_Logistics_Ltd,,0,0,0,0,0,0,0,0,0,0.011
Individual Investor,Ashish_Kacholia,Beta_Drugs_Ltd,154.4,1203644,0.125,0.125,0.125,0.125,0.124,0.124,0.124,0.124,0.124
Individual Investor,Ashish_Kacholia,Brand_Concepts_Ltd,12,160093,0.014,0,0,0,0,0,0,0,0
Individual Investor,Ashish_Kacholia,Inflame_Appliances_Ltd,13,308000,0,0.042,0,0.042,0,0.042,0.042,0,0
Individual Investor,Ashish_Kacholia,Yasho_Industries_Ltd,80,475394,0.042,0.042,0.042,0.04,0.038,0.026,0.026,0.026,0.024
Individual Investor,Ashish_Kacholia,Megastar_Foods_Ltd,,0,0,0,0,0.011,0.011,0.01,0,0,0
Individual Investor,Ashish_Kacholia,Creative_Newtech_Ltd,,0,0,0,0,0.027,0.027,0.027,0.028,0.028,0
Individual Investor,Ashish_Kacholia,Sky_Gold_Ltd,39.8,404116,0.031,0,0,0,0,0,0,0,0
Individual Investor,Ashish_Kacholia,Arvind_Fashions_Ltd,,0,0,0,0.011,0.011,0.011,0.011,0,0,0
Individual Investor,Ashish_Kacholia,MSTC_Ltd,,0,0,0,0,0,0,0,0,0.011,0.014
Individual Investor,Ashish_Kacholia,Hindware_Home_Innovation_Ltd,,0,0,0,0,0,0.013,0.013,0.013,0.013,0.016
Individual Investor,Ashish_Kacholia,Likhitha_Infrastructure_Ltd,17.7,700000,0.018,0.018,0.018,0.02,0.02,0,0,0,0
Individual Investor,Ashish_Kacholia,TARC_Ltd,,0,0,0.022,0.022,0.022,0.022,0.019,0.015,0.015,0.015
Individual Investor,Ashish_Kacholia,Stove_Kraft_Ltd,26.4,576916,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0
Individual Investor,Ashish_Kacholia,Knowledge_Marine_and_Engineering_Works_Ltd,41.9,300000,0.028,0.028,0.028,0.025,0.023,0,0,0,0
Individual Investor,Ashish_Kacholia,Barbeque-Nation_Hospitality_Ltd,30.1,557510,0.014,0.014,0.014,0.014,0.014,0.014,0.011,0,0
Individual Investor,Ashish_Kacholia,DU_Digital_Global_Ltd,19.9,2880000,0,0.05,0,0.05,0,0.05,0,0,0
Individual Investor,Ashish_Kacholia,BEW_Engineering_Ltd,22.5,139250,0,0.054,0,0,0,0,0,0,0
Individual Investor,Ashish_Kacholia,Ami_Organics_Ltd,85,776474,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.02
Individual Investor,Ashish_Kacholia,SJS_Enterprises_Ltd,,0,0,0.032,0.043,0.044,0.044,0.038,0.038,0.038,0.038
Individual Investor,Ashish_Kacholia,Venus_Pipes_and_Tubes_Ltd,,0,0,0,0.02,0,0,0,0,0,0
Individual Investor,Ashish_Kacholia,Rainbow_Childrens_Medicare_Ltd,,0,0,0,0,0,0,0.01,0,0,0
Individual Investor,Ashish_Kacholia,Virtuoso_Optoelectronics_Ltd,27,1228070,0,0.054,0,0.054,0,0,0,0,0
Individual Investor,Ashish_Kacholia,Systango_Technologies_Ltd,14.3,452800,0,0.031,0,0.016,0,0,0,0,0
Individual Investor,Ashish_Kacholia,Vasa_Denticity_Ltd,30.3,609000,0,0.038,0,0,0,0,0,0,0
Individual Investor,Ashish_Kacholia,NIIT_Learning_Systems_Ltd,143.4,3000000,0.022,0.022,0,0,0,0,0,0,0
Individual Investor,Ashish_Kacholia,Aeroflex_Industries_Ltd,29.6,2321825,0.018,0.018,0,0,0,0,0,0,0
Individual Investor,Ashish_Kacholia,Basilic_Fly_Studio_Ltd,20.1,547200,0.024,0,0,0,0,0,0,0,0
Individual Investor,Ashish_Kacholia,Zaggle_Prepaid_Ocean_Services_Ltd,81.7,2703356,0.022,0.017,0,0,0,0,0,0,0
Individual Investor,Ashish_Kacholia,Saakshi_Medtech_and_Panels_Ltd,12.7,622800,0.035,0,0,0,0,0,0,0,0
Individual Investor,Ashish_Kacholia,Updater_Services_Ltd,41.4,1305000,0.02,0,0,0,0,0,0,0,0
Individual Investor,Anil_Kumar_Goel_and_Associates,Amarjothi_Spinning_Mills_Ltd,7.6,457000,0,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068
Individual Investor,Anil_Kumar_Goel_and_Associates,Dalmia_Bharat_Sugar_and_Industries_Ltd,186.3,5175000,0.064,0.064,0.061,0.061,0.061,0.061,0.061,0.061,0.061
Individual Investor,Anil_Kumar_Goel_and_Associates,DCM_Ltd,1.4,190000,0.01,0.01,0.01,0,0,0,0,0,0
Individual Investor,Anil_Kumar_Goel_and_Associates,Dhampur_Sugar_Mills_Ltd,184.6,8446000,0.127,0.127,0.127,0.127,0,0.127,0.127,0.127,0.127
Individual Investor,Anil_Kumar_Goel_and_Associates,Dwarikesh_Sugar_Industries_Ltd,102.2,12700000,0.067,0.067,0.067,0.067,0.067,0.067,0.067,0.067,0.067
Individual Investor,Anil_Kumar_Goel_and_Associates,KRBL_Ltd,283,9743000,0.043,0.043,0.044,0.044,0.041,0.04,0.04,0.04,0.04
Individual Investor,Anil_Kumar_Goel_and_Associates,LG_Balakrishnan_and_Bros_Ltd,45.1,398000,0.013,0,0.013,0,0,0,0,0,0
Individual Investor,Anil_Kumar_Goel_and_Associates,Nahar_Capital_and_Financial_Services_Ltd,11.8,408000,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.021
Individual Investor,Anil_Kumar_Goel_and_Associates,Nahar_Poly_Films_Ltd,,0,0,0,0,0,0,0,0,0,0.012
Individual Investor,Anil_Kumar_Goel_and_Associates,Nahar_Spinning_Mills_Ltd,67.9,2429950,0.067,0.067,0.067,0.067,0.066,0.066,0.066,0.066,0.061
Individual Investor,Anil_Kumar_Goel_and_Associates,Omaxe_Ltd,0.187,21000,0,0,0,0,0,0,0,0,0
Individual Investor,Anil_Kumar_Goel_and_Associates,Panama_Petrochem_Ltd,24.6,760000,0.014,0.015,0.015,0.015,0.015,0.015,0.016,0.016,0.016
Individual Investor,Anil_Kumar_Goel_and_Associates,Precot_Ltd,17.4,632000,0.053,0.053,0.053,0.053,0.053,0.053,0.053,0.053,0.053
Individual Investor,Anil_Kumar_Goel_and_Associates,Sanghvi_Movers_Ltd,,0,0,0,0.011,0.011,0.011,0.011,0.011,0.011,0.011
Individual Investor,Anil_Kumar_Goel_and_Associates,Sarla_Performance_Fibers_Ltd,15,2780000,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033
Individual Investor,Anil_Kumar_Goel_and_Associates,Star_Paper_Mills_Ltd,5.3,234000,0.015,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016
Individual Investor,Anil_Kumar_Goel_and_Associates,Sterling_Tools_Ltd,,0,0,0,0,0,0,0,0.014,0.014,0.014
Individual Investor,Anil_Kumar_Goel_and_Associates,Triveni_Engineering_and_Industries_Ltd,247.9,7650000,0.035,0.035,0.035,0.035,0.035,0.027,0.027,0.027,0.027
Individual Investor,Anil_Kumar_Goel_and_Associates,Uttam_Sugar_Mills_Ltd,96.9,2871000,0.075,0.074,0.074,0.072,0.071,0.071,0.071,0.071,0.071
Individual Investor,Anil_Kumar_Goel_and_Associates,Vardhman_Holdings_Ltd,63.3,220000,0.069,0.069,0.069,0.069,0.069,0.069,0.069,0.069,0.059
